is_installed,is_renting,is_returning,longitude,latitude,bike_availability_ratio,record_timestamp_year_2021,record_timestamp_month_12,record_timestamp_day_5,record_timestamp_day_10,record_timestamp_hour_1,record_timestamp_hour_2,record_timestamp_hour_3,record_timestamp_hour_4,record_timestamp_hour_5,record_timestamp_hour_6,record_timestamp_hour_7,record_timestamp_hour_8,record_timestamp_hour_9,record_timestamp_minute_21,record_timestamp_minute_29,record_timestamp_minute_44,record_timestamp_minute_46,record_timestamp_minute_50,record_timestamp_minute_51,record_timestamp_minute_59,record_timestamp_second_0
1,1,1,0.0236610446199,0.48871044052,25.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0233603540808,0.48837525839100004,16.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023519663885200003,0.488438928653,26.08695652173913,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0238513559103,0.489103987576,22.58064516129032,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023768049851100002,0.488158022636,18.51851851851852,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0232506182045,0.488512964337,58.333333333333336,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0232042182593,0.488485632331,60.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0234946478513,0.488450471666,17.647058823529413,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023728947030700002,0.488570414505,83.72093023255815,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023140019999999997,0.48882428,6.666666666666667,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023481646925200002,0.488309816593,20.588235294117645,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0237905685211,0.488710311376,6.8181818181818175,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0228970534822,0.488538440543,81.81818181818183,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0243286281824,0.487901478096,75.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0238113380225,0.48895947368500003,18.6046511627907,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.022584119439100003,0.488405799237,19.230769230769234,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.024263254189299997,0.488488414719,34.61538461538461,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.022549109906,0.48857721488899997,16.666666666666664,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0227050602436,0.488382309427,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0231439400464,0.48789809189899996,4.545454545454546,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0232639051974,0.488531478165,55.55555555555556,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0235761713237,0.488255722946,19.047619047619047,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.022136941552199998,0.48892648526800003,87.5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0234113294631,0.488489514416,19.230769230769234,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0239806417376,0.488804934032,11.11111111111111,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023950845748199997,0.488693268535,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.024172121286400002,0.48796288070899996,86.66666666666667,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023493643105,0.488678534211,17.5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0229899678379,0.48868833949900004,4.761904761904762,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023185685277,0.488590911047,72.72727272727273,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023333936588,0.488894963049,24.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0249369330704,0.488384255335,75.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023590843007,0.487844848508,27.27272727272727,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0227302830666,0.48861069029500004,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023458001,0.488978867,52.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0232971478254,0.48839402666700005,6.521739130434782,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.024520620703699997,0.488468428627,14.000000000000002,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023484637588299998,0.488775989705,23.52941176470588,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0228864043951,0.48886555800700005,66.66666666666666,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0236659616232,0.488793594194,4.166666666666666,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0.023187052121699997,0.488947998167,2.5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0234863647806,0.48891457726200005,25.71428571428571,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0230970449746,0.48851419979,68.42105263157895,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023308449949000002,0.488832078412,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0232651580478,0.488747776776,70.37037037037037,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023417982839399998,0.48857058739099996,41.17647058823529,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.02395733,0.48883667000000003,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0233583135304,0.48857615678599997,64.70588235294117,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023110422492,0.48838683941600003,25.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0232252897509,0.488889616186,5.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0237039417028,0.488844922384,29.166666666666668,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0230969422142,0.48877455676799997,18.181818181818183,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0.0234237145633,0.48858295898299997,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023726498446300003,0.488455150898,71.66666666666667,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0222390834242,0.48895770462800003,9.090909090909092,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023310810327499997,0.488800658747,29.411764705882355,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.022854680568,0.488802215405,17.94871794871795,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0239258676767,0.488819276586,41.17647058823529,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0253824211657,0.48808895337700003,8.333333333333332,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.024329931,0.488687591,23.076923076923077,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023972537821999998,0.488376141704,55.55555555555556,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023082953319,0.48874746047400003,51.42857142857142,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0239790290594,0.488939239631,22.641509433962266,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0234649826197,0.488470205717,2.564102564102564,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.02322188699,0.48822009,8.620689655172415,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.024641767524599997,0.488199530796,22.22222222222222,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0232933775589,0.488447992886,26.31578947368421,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0244061440229,0.488613145276,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0233127940804,0.488368173353,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0233289018273,0.488864724661,34.883720930232556,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023598012385999997,0.488750346559,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023814103000000003,0.489155156,34.48275862068966,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.022713854536400003,0.488337243028,68.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023895947635199997,0.488740311373,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023959985375400002,0.488973836972,10.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0244514197111,0.488478030636,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0227118462324,0.48818144834,6.666666666666667,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023635598,0.48892782500000004,38.46153846153847,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0227537423372,0.48837695319200003,51.5625,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023821302000000003,0.487985844,28.57142857142857,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023860743641900002,0.488774366815,18.51851851851852,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.023413892999999998,0.488417514,5.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.022638675570500002,0.488296549755,66.12903225806451,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0.0240340143442,0.487709358667,88.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
