station_lat,station_lon,is_installed,is_renting,is_returning,bike_availability_ratio,record_timestamp_year_2022,record_timestamp_month_1,record_timestamp_day_19,record_timestamp_hour_14,record_timestamp_hour_15,record_timestamp_minute_0,record_timestamp_minute_11,record_timestamp_minute_16,record_timestamp_minute_18,record_timestamp_minute_19,record_timestamp_minute_21,record_timestamp_minute_26,record_timestamp_minute_31,record_timestamp_minute_36,record_timestamp_second_24,record_timestamp_second_26,record_timestamp_second_30,record_timestamp_second_33,record_timestamp_second_34,record_timestamp_second_36,record_timestamp_second_43,record_timestamp_second_46,record_timestamp_second_59
0.5991629601075575,0.10757376666842816,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5991323316606503,0.10749958763650312,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5991271286014365,0.10727170827087008,0,0,0,13.333333333333334,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5991252237023376,0.10750910185807755,0,0,0,19.047619047619047,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5990691970255054,0.10760311802881915,0,0,0,22.22222222222222,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5992503517848644,0.1081202182917832,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5991459878869395,0.10753398500006654,0,0,0,25.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5994621938176021,0.10724626314653564,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5993090396172874,0.1080193969590286,0,0,0,5.555555555555555,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5992774803110845,0.10761265771390584,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5991178403655784,0.10783884345957916,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5991315053407501,0.10732281291700131,0,0,0,6.666666666666667,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5992871096669328,0.1079991480182082,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5990591083488326,0.10778592132296495,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5991118372188379,0.10730034556850455,0,0,0,6.0606060606060606,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5991065301806209,0.10737365277561023,0,0,0,4.166666666666666,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599147672,0.10740971,0,0,0,20.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5994274210647368,0.10703833031254019,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5991320242563816,0.10767579386407874,0,0,0,4.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599101561505551,0.10743456971511703,0,0,0,8.333333333333332,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5992272398101409,0.1067862514536896,0,0,0,3.3333333333333335,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599287502718149,0.10767546377298158,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599204038,0.10691147000000001,0,0,0,8.333333333333332,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5993886308692129,0.10780603250331885,0,0,0,12.5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5990692216719828,0.10746530272588244,0,0,0,6.666666666666667,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5994247260310697,0.10723715245368956,0,0,0,4.761904761904762,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5993285662158759,0.10777633472422016,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599238826,0.107313627,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599209563537027,0.10714055629614734,0,0,0,3.7037037037037033,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5992377440938114,0.10734712874574001,0,0,0,5.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5993102013218461,0.10736036647971048,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5992716771401357,0.10749754560118864,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599110506,0.10749373699999999,0,0,0,7.4074074074074066,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5993277225626508,0.10758594919923467,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599225392,0.107045406,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599294351,0.107136816,0,0,0,2.5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599099822,0.10791448199999999,0,0,0,5.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5993068679863987,0.10746273349149249,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599193095,0.10734305100000001,0,0,0,10.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599207284,0.107594857,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599146509,0.10759871900000001,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599283928,0.107559693,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.59905323,0.10768957900000001,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599172088,0.107622135,0,0,0,27.77777777777778,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5991662195885619,0.10783309055819715,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5991366109486603,0.1075729364846211,0,0,0,22.22222222222222,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599243639,0.10761585800000001,0,0,0,6.666666666666667,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.59929005,0.107496755,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599167376,0.10779916,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599163309,0.10716348999999999,0,0,0,5.555555555555555,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5992464487862039,0.10781726510450725,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5994558091179507,0.10760323881579982,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5992114988507087,0.10754714015938563,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599309181,0.107728203,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599170851,0.10712879600000001,0,0,0,13.333333333333334,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599180141,0.10718434500000001,0,0,0,4.761904761904762,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599268942,0.107207894,0,0,0,2.857142857142857,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5991783548782386,0.10766373769557959,0,0,0,10.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599121472,0.107480527,0,0,0,3.3333333333333335,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599224222,0.107272388,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599347352,0.107096985,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5992226850808104,0.10679579749668129,0,0,0,5.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599191421,0.107196414,0,0,0,13.333333333333334,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5992945658451729,0.10769121495700826,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599304645,0.10675783300000001,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5994743324225673,0.10732569703704817,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5994545063370257,0.10713867957672134,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5994114763297183,0.10750775120272449,0,0,0,3.3333333333333335,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.59914871,0.10701037,0,0,0,8.333333333333332,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599141971,0.107428828,0,0,0,4.761904761904762,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.599224256,0.107554274,0,0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
